,Reconstruction_error,True_class,pred_label
0,126.51461029052734,0,1
1,-3.0208078622817993,0,0
2,88.8464126586914,0,1
3,-3.0570223927497864,0,0
4,-0.5082257747650146,0,0
5,-0.4794745922088623,0,0
6,-0.5612136363983155,0,0
7,-1.073515820503235,0,0
8,-0.6392984867095948,0,0
9,-0.8427219390869141,0,0
10,-0.7174922227859497,0,0
11,-1.7846477031707764,0,0
12,31.460259437561035,0,1
13,-1.535706090927124,0,0
14,62.76227283477783,0,1
15,0.20241032242774964,0,0
16,16.81299810409546,0,1
17,-0.3724883675575256,0,0
18,61.27093422412872,0,1
19,2.1415650963783266,0,0
20,0.9480042695999146,0,0
21,0.2861558169126511,0,0
22,-0.8222318410873413,0,0
23,71.6253357887268,0,1
24,59.98018822669983,0,1
25,-2.7914297617971897,0,0
26,49.131569147109985,0,1
27,56.27663569450378,0,1
28,-2.212537743151188,0,0
29,-2.805689978599548,0,0
30,-2.8595006704330443,0,0
31,13.499188232421876,0,0
32,-2.7963570833206175,0,0
33,-3.022729381918907,0,0
34,-3.4181001603603365,0,0
35,-0.29763566255569457,0,0
36,-0.48432326316833496,0,0
37,-2.935258412361145,0,0
38,-2.090860593318939,0,0
39,55.953722858428954,0,1
40,-2.231969082355499,0,0
41,-4.016903591156006,0,0
42,15.644661092758179,0,1
43,-0.3801905453205109,0,0
44,-3.3053042888641357,0,0
45,5.478510475158691,0,0
46,60.01800469458103,0,1
47,-3.7365864515304565,0,0
48,-4.413161724805832,0,0
49,63.16828866004944,0,1
50,-3.415951907634735,0,0
51,-3.457045590877533,0,0
52,48.75330205857754,0,1
53,36.35779619216919,0,1
54,29.79763412475586,0,1
55,-4.044770240783691,0,0
56,-3.088174839317799,0,0
57,-2.0776306271553038,0,0
58,-3.989040398597717,0,0
59,-3.7173778295516966,0,0
60,-3.412979483604431,0,0
61,-2.9923558294773103,0,0
62,-0.3447495549917221,0,0
63,-2.3865370035171507,1,0
64,1.6351478576660157,1,0
65,6.702187168598175,1,0
66,32.13674974441528,1,1
67,83.48131318092346,0,1
68,-3.0533201456069947,0,0
69,3.2823383808135986,0,0
70,55.61394853591919,0,1
71,-3.8371270656585694,0,0
72,68.3982731640339,0,1
73,-3.9054529786109926,0,0
74,-3.9801161766052244,0,0
75,-4.193324542045593,0,0
76,-4.261166143417358,0,0
77,-4.561991953849793,0,0
78,-3.9213531255722045,0,0
79,-4.394608525931835,0,0
80,67.56577884554864,0,1
81,-3.990382748842239,0,0
82,9.136905193328857,0,0
83,-2.0822782374918463,0,0
84,37.889953303337094,0,1
85,-1.4024560570716857,0,0
86,-0.81202831864357,0,0
87,-3.525626468658447,0,0
88,-4.3412422895431515,0,0
89,-4.260620379447937,0,0
90,-3.7796942949295045,0,0
91,22.08821439743042,0,1
92,-4.235467100143433,0,0
93,62.82823715209961,0,1
94,-1.8526996850967408,0,0
95,-0.5837563633918762,0,0
96,42.21620321273804,0,1
97,-3.3061461448669434,0,0
98,-3.8689500778913497,0,0
99,-3.4750188304111362,0,0
100,72.92143325805664,0,1
101,-4.249238848686218,0,0
102,-3.545573925971985,0,0
103,-3.6338589429855346,0,0
104,-3.8991036653518676,0,0
105,62.79400520920753,0,1
106,-3.6911118268966674,0,0
107,-4.280409598350525,0,0
108,-2.5232643365859984,0,0
109,34.441405296325684,0,1
110,-3.8490681886672973,0,0
111,-3.6396644592285154,0,0
112,-4.318620252609253,0,0
113,43.06069145202637,0,1
114,10.664500039815902,0,0
115,-3.5584540724754334,0,0
116,-2.663277101516724,0,0
117,-3.531845784187317,0,0
118,69.45110068321227,0,1
119,-2.5369654417037966,1,0
120,76.78911337852477,1,1
121,50.08037552833557,1,1
122,-2.7247802138328554,0,0
123,52.951102352142335,0,1
124,-0.3036902666091919,0,0
125,61.42368786931038,0,1
126,-0.7528392553329468,0,0
127,-3.8577412992715834,0,0
128,-3.881638789176941,0,0
129,-4.198169159889221,0,0
130,50.70358422994614,0,1
131,-2.94706267118454,0,0
132,-3.947806477546692,0,0
133,-3.5526501893997193,0,0
134,-3.802446699142456,0,0
135,-3.7783801555633545,0,0
136,-3.5582762956619263,0,0
137,-3.432203507423401,0,0
138,12.608508491516114,0,0
139,-2.227027988433838,0,0
140,-3.7398231387138368,0,0
141,45.73687148094177,0,1
142,-0.7367475748062133,0,0
143,-3.1318245112895964,0,0
144,-4.2771690607070925,0,0
145,18.193955534696578,0,1
146,-4.1388476371765135,0,0
147,53.17762258052826,0,1
148,-4.216326642036438,0,0
149,40.12909908294678,0,1
150,63.39465074539184,0,1
151,-1.7290939286351203,0,0
152,-2.0382392935454847,0,0
153,1.445518469810486,0,0
154,7.882998824119568,0,0
155,-1.6188483648002148,0,0
156,13.977308976650239,0,0
157,-3.4830117344856264,0,0
158,45.30921859741211,0,1
159,-4.144512128829956,0,0
160,-3.6327166318893434,0,0
161,-2.465805196762085,0,0
162,-2.074770948290825,0,0
163,-2.5148900628089903,0,0
164,-3.886212873458862,0,0
165,27.368953514099122,0,1
166,-3.775994873046875,0,0
167,-3.7753713846206667,0,0
168,-3.7320530652999877,0,0
